,course_code,course_name,section_number,course_type,course_hours,course_gender,course_day,course_time,final_exam_day,final_exam_date,final_exam_time,lecturer
0,254 ريض,الطرائق العددية,5582,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],5,1444-12-04,01:00 م - 04:00 م,['رضوان بوت']
0,254 ريض,الطرائق العددية,20499,تمارين,ذكر,مفتوحة,"['1', '1']","['  06:30 م - 07:35 م', '  07:45 م - 08:50 م']",---,---,---,['لم يحدد من الكلية']
0,254 ريض,الطرائق العددية,81601,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],5,1444-12-04,01:00 م - 04:00 م,['رضوان بوت']
0,254 ريض,الطرائق العددية,81602,تمارين,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,254 ريض,الطرائق العددية,81603,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],5,1444-12-04,01:00 م - 04:00 م,['محمد بن حمده عبدالواحد']
0,254 ريض,الطرائق العددية,81604,تمارين,ذكر,مفتوحة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,254 ريض,الطرائق العددية,82438,محاضرة,3,ذكر,"['2', '2', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص', '  09:15 ص - 10:20 ص']",5,1444-12-04,01:00 م - 04:00 م,['عبدالرحمن مساعد سعيد الزهرانى']
0,254 ريض,الطرائق العددية,82439,تمارين,ذكر,مفتوحة,"['3', '3']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,254 ريض,الطرائق العددية,82440,محاضرة,3,ذكر,"['2 4', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",5,1444-12-04,01:00 م - 04:00 م,['شاه محمد ديل كبير']
0,254 ريض,الطرائق العددية,82441,تمارين,ذكر,مفتوحة,"['3', '3']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,254 ريض,الطرائق العددية,82442,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],5,1444-12-04,01:00 م - 04:00 م,['محمد بن حمده عبدالواحد']
0,254 ريض,الطرائق العددية,82443,تمارين,ذكر,مفتوحة,"['3', '3']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,254 ريض,الطرائق العددية,82734,محاضرة,3,ذكر,['1 3 5'],['  02:45 م - 03:50 م'],5,1444-12-04,01:00 م - 04:00 م,['رضوان بوت']
0,254 ريض,الطرائق العددية,82735,تمارين,ذكر,مفتوحة,"['4', '4']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,254 ريض,الطرائق العددية,87118,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],5,1444-12-04,01:00 م - 04:00 م,['رضوان بوت']
0,254 ريض,الطرائق العددية,87119,تمارين,ذكر,مفتوحة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,227 عال,نظم التشغيل,12320,محاضرة,3,ذكر,"['2', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",3,1444-11-24,01:00 م - 04:00 م,['مجدل سلطان مجدل بن سفران']
0,227 عال,نظم التشغيل,12321,تمارين,ذكر,مفتوحة,['4'],['  08:00 ص - 09:05 ص'],---,---,---,['مجدل سلطان مجدل بن سفران']
0,227 عال,نظم التشغيل,12328,محاضرة,3,ذكر,"['1', '1 3']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",3,1444-11-24,01:00 م - 04:00 م,['محمد جاويد يوسف']
0,227 عال,نظم التشغيل,12329,تمارين,ذكر,مفتوحة,['3'],['  08:00 ص - 09:05 ص'],---,---,---,['محمد جاويد يوسف']
0,227 عال,نظم التشغيل,35605,محاضرة,3,ذكر,"['4', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",3,1444-11-24,01:00 م - 04:00 م,['فواز عبدالعزيز عبدالله السليمان']
0,227 عال,نظم التشغيل,35606,تمارين,ذكر,مفتوحة,['2'],['  08:00 ص - 09:05 ص'],---,---,---,['محمد جاويد يوسف']
0,227 عال,نظم التشغيل,81787,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],3,1444-11-24,01:00 م - 04:00 م,['لم يحدد من الكلية']
0,227 عال,نظم التشغيل,81788,تمارين,ذكر,مغلقة,['3'],['  11:45 ص - 12:50 م'],---,---,---,['لم يحدد من الكلية']
0,227 عال,نظم التشغيل,81901,محاضرة,3,ذكر,"['2', '2 4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",3,1444-11-24,01:00 م - 04:00 م,['فواز عبدالعزيز عبدالله السليمان']
0,227 عال,نظم التشغيل,81902,تمارين,ذكر,مفتوحة,['4'],['  10:30 ص - 11:35 ص'],---,---,---,['محمد جاويد يوسف']
0,227 عال,نظم التشغيل,85788,محاضرة,3,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",3,1444-11-24,01:00 م - 04:00 م,['مجدل سلطان مجدل بن سفران']
0,227 عال,نظم التشغيل,85789,تمارين,ذكر,مفتوحة,['2'],['  11:45 ص - 12:50 م'],---,---,---,['مجدل سلطان مجدل بن سفران']
0,227 عال,نظم التشغيل,85790,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],3,1444-11-24,01:00 م - 04:00 م,['محمد جاويد يوسف']
0,227 عال,نظم التشغيل,85791,تمارين,ذكر,مفتوحة,['3'],['  11:45 ص - 12:50 م'],---,---,---,['محمد جاويد يوسف']
0,103 فيز,فيزياء عامة (1),20134,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['مشعل عبيد صنت الحربى']
0,103 فيز,فيزياء عامة (1),74082,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),20135,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),81605,محاضرة,4,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['مشعل عبيد صنت الحربى']
0,103 فيز,فيزياء عامة (1),81606,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),81607,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),81608,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['مشعل عبيد صنت الحربى']
0,103 فيز,فيزياء عامة (1),81610,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),81609,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),81611,محاضرة,4,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],2,1444-11-23,08:00 ص - 11:00 ص,['زياد احمد على الاحمد']
0,103 فيز,فيزياء عامة (1),81612,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),81613,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),81614,محاضرة,4,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['عبدالله محمد على الزير']
0,103 فيز,فيزياء عامة (1),81615,عملي,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),81616,عملي,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82634,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['سعد علي عبدالله القرنى']
0,103 فيز,فيزياء عامة (1),82636,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82635,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82637,محاضرة,4,ذكر,"['3 5', '1']","['  09:15 ص - 10:20 ص', '  09:15 ص - 10:20 ص']",2,1444-11-23,08:00 ص - 11:00 ص,['سعد علي عبدالله القرنى']
0,103 فيز,فيزياء عامة (1),82639,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82638,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82640,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['زياد احمد على الاحمد']
0,103 فيز,فيزياء عامة (1),82642,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82641,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82643,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['محمد سليمان عائد العائد']
0,103 فيز,فيزياء عامة (1),82644,عملي,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82645,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82646,محاضرة,4,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],2,1444-11-23,08:00 ص - 11:00 ص,['ناصر صالح على الزايد']
0,103 فيز,فيزياء عامة (1),82648,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82647,عملي,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82649,محاضرة,4,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['محمد سليمان عائد العائد']
0,103 فيز,فيزياء عامة (1),82650,عملي,ذكر,مفتوحة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),82651,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),83656,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['عمر مرزوق محمد الدوسرى']
0,103 فيز,فيزياء عامة (1),83658,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,103 فيز,فيزياء عامة (1),83657,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,5487,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],4,1444-11-25,08:00 ص - 11:00 ص,['مسعود بونخل']
0,203 ريض,حساب التفاضل والتكامل,5490,تمارين,ذكر,مفتوحة,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,81625,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],4,1444-11-25,08:00 ص - 11:00 ص,['احمد عبدالحى احمد جلو']
0,203 ريض,حساب التفاضل والتكامل,81626,تمارين,ذكر,مفتوحة,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,81627,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],4,1444-11-25,08:00 ص - 11:00 ص,['شعلان سعد سعيد القرنى']
0,203 ريض,حساب التفاضل والتكامل,81628,تمارين,ذكر,مفتوحة,"['5', '5']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,81629,محاضرة,3,ذكر,['1 3 5'],['  01:30 م - 02:35 م'],4,1444-11-25,08:00 ص - 11:00 ص,['محفوظ عالم']
0,203 ريض,حساب التفاضل والتكامل,81630,تمارين,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,81631,محاضرة,3,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],4,1444-11-25,08:00 ص - 11:00 ص,['احمد عبدالحى احمد جلو']
0,203 ريض,حساب التفاضل والتكامل,81632,تمارين,ذكر,مفتوحة,"['5', '5']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,84928,محاضرة,3,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],4,1444-11-25,08:00 ص - 11:00 ص,['شايع وقيان زيد الدوسري']
0,203 ريض,حساب التفاضل والتكامل,84929,تمارين,ذكر,مفتوحة,"['5', '5']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85586,محاضرة,3,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],4,1444-11-25,08:00 ص - 11:00 ص,['عبداللطيف لعراجى']
0,203 ريض,حساب التفاضل والتكامل,85587,تمارين,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85588,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],4,1444-11-25,08:00 ص - 11:00 ص,['محفوظ عالم']
0,203 ريض,حساب التفاضل والتكامل,85589,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85590,محاضرة,3,ذكر,['1 3 5'],['  01:30 م - 02:35 م'],4,1444-11-25,08:00 ص - 11:00 ص,['شريف صادق دشموخ']
0,203 ريض,حساب التفاضل والتكامل,85591,تمارين,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85592,محاضرة,3,ذكر,['1 3 5'],['  02:45 م - 03:50 م'],4,1444-11-25,08:00 ص - 11:00 ص,['محفوظ عالم']
0,203 ريض,حساب التفاضل والتكامل,85593,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85594,محاضرة,3,ذكر,"['2', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-25,08:00 ص - 11:00 ص,['مصطفى - - بشر']
0,203 ريض,حساب التفاضل والتكامل,85595,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85596,محاضرة,3,ذكر,"['2 4', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-25,08:00 ص - 11:00 ص,['مصطفى - - بشر']
0,203 ريض,حساب التفاضل والتكامل,85597,تمارين,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85598,محاضرة,3,ذكر,['1 3 5'],['  01:30 م - 02:35 م'],4,1444-11-25,08:00 ص - 11:00 ص,['عبداللطيف لعراجى']
0,203 ريض,حساب التفاضل والتكامل,85599,تمارين,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85600,محاضرة,3,ذكر,['1 3 5'],['  02:45 م - 03:50 م'],4,1444-11-25,08:00 ص - 11:00 ص,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85601,تمارين,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85602,محاضرة,3,ذكر,"['4', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-25,08:00 ص - 11:00 ص,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85603,تمارين,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85604,محاضرة,3,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-25,08:00 ص - 11:00 ص,['لم يحدد من الكلية']
0,203 ريض,حساب التفاضل والتكامل,85605,تمارين,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,101 كيح,كيمياء حيوية عامة,4165,محاضرة,4,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],3,1444-11-24,01:00 م - 04:00 م,['خالد عبدالرحمن منصور الحميميدي']
0,101 كيح,كيمياء حيوية عامة,4168,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['عبدالغني عبدالاله عبدالغني بن نفيسه']
0,101 كيح,كيمياء حيوية عامة,72819,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['فهد عبدالرحمن حمد بن شاهين']
0,101 كيح,كيمياء حيوية عامة,82060,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],3,1444-11-24,01:00 م - 04:00 م,['عبدالعزيز محمد عبدالرحمن العمرى']
0,101 كيح,كيمياء حيوية عامة,82061,عملي,ذكر,مفتوحة,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['عبدالله بن عبدالرحمن بن عبدالله الضويلع']
0,101 كيح,كيمياء حيوية عامة,82062,عملي,ذكر,مفتوحة,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['عبدالعزيز بن عبدالله بن محمد ال الدهيس العمري']
0,101 كيح,كيمياء حيوية عامة,82123,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],3,1444-11-24,01:00 م - 04:00 م,['محمد سمير عبدالعزيز الربع']
0,101 كيح,كيمياء حيوية عامة,82125,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['عبدالغني عبدالاله عبدالغني بن نفيسه']
0,101 كيح,كيمياء حيوية عامة,82124,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['فهد عبدالرحمن حمد بن شاهين']
0,101 كيح,كيمياء حيوية عامة,82126,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],3,1444-11-24,01:00 م - 04:00 م,['محمد سعد محمد داود']
0,101 كيح,كيمياء حيوية عامة,82128,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['عبدالله بن عبدالرحمن بن عبدالله الضويلع']
0,101 كيح,كيمياء حيوية عامة,82127,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['عبدالعزيز بن عبدالله بن محمد ال الدهيس العمري']
0,101 كيح,كيمياء حيوية عامة,87658,محاضرة,4,ذكر,"['2', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",3,1444-11-24,01:00 م - 04:00 م,['فريد شكرى عطايا عطايا']
0,101 كيح,كيمياء حيوية عامة,87659,عملي,ذكر,مفتوحة,"['1', '1']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,101 كيح,كيمياء حيوية عامة,87660,عملي,ذكر,مفتوحة,"['1', '1']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,230 نال,اسس قواعد البيانات,12451,محاضرة,3,ذكر,"['4', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",1,1444-11-29,08:00 ص - 11:00 ص,['يزيد ابراهيم عبدالعزيز العبدالكريم']
0,230 نال,اسس قواعد البيانات,12452,تمارين,ذكر,مفتوحة,['2'],['  08:00 ص - 09:05 ص'],---,---,---,['عبدالعزيز عبدالرحمن عبدالعزيز الهدلق']
0,230 نال,اسس قواعد البيانات,14055,محاضرة,3,ذكر,"['2 4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",1,1444-11-29,08:00 ص - 11:00 ص,['حمد عبدالرحمن عبدالله الصالح']
0,230 نال,اسس قواعد البيانات,14056,تمارين,ذكر,مفتوحة,['2'],['  09:15 ص - 10:20 ص'],---,---,---,['عبدالعزيز عبدالرحمن عبدالعزيز الهدلق']
0,230 نال,اسس قواعد البيانات,35583,محاضرة,3,ذكر,"['4', '2 4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",1,1444-11-29,08:00 ص - 11:00 ص,['يزيد ابراهيم عبدالعزيز العبدالكريم']
0,230 نال,اسس قواعد البيانات,35584,تمارين,ذكر,مفتوحة,['2'],['  10:30 ص - 11:35 ص'],---,---,---,['عبدالعزيز عبدالرحمن عبدالعزيز الهدلق']
0,230 نال,اسس قواعد البيانات,64230,محاضرة,3,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",1,1444-11-29,08:00 ص - 11:00 ص,['حمد عبدالرحمن عبدالله الصالح']
0,230 نال,اسس قواعد البيانات,64231,تمارين,ذكر,مفتوحة,['2'],['  11:45 ص - 12:50 م'],---,---,---,['عبدالعزيز عبدالرحمن عبدالعزيز الهدلق']
0,230 نال,اسس قواعد البيانات,86741,محاضرة,3,ذكر,"['2 4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",1,1444-11-29,08:00 ص - 11:00 ص,['مراد بن شيخ']
0,230 نال,اسس قواعد البيانات,86742,تمارين,ذكر,مفتوحة,['2'],['  11:45 ص - 12:50 م'],---,---,---,['مراد بن شيخ']
0,104 فيز,فيزياء عامه (2),81665,محاضرة,4,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['هادى رسام هادى القحطانى']
0,104 فيز,فيزياء عامه (2),81667,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81666,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81668,محاضرة,4,ذكر,['1 3 5'],['  08:00 ص - 09:05 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['هادى رسام هادى القحطانى']
0,104 فيز,فيزياء عامه (2),81670,عملي,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81669,عملي,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81671,محاضرة,4,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],2,1444-11-23,08:00 ص - 11:00 ص,['ايمن محمد حمد السماعيل']
0,104 فيز,فيزياء عامه (2),81672,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81673,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81674,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-11-23,08:00 ص - 11:00 ص,['ابراهيم خالد ابراهيم النملة']
0,104 فيز,فيزياء عامه (2),81675,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,104 فيز,فيزياء عامه (2),81676,عملي,ذكر,مفتوحة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
