,course_code,course_name,section_number,course_type,course_hours,course_gender,course_day,course_time,final_exam_day,final_exam_date,final_exam_time,lecturer
0,102 سلم,الأسرة في الإسلام,42096,محاضرة,2,ذكر,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,42105,محاضرة,2,ذكر,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,42107,محاضرة,2,ذكر,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,42110,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,42281,محاضرة,2,ذكر,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,42282,محاضرة,2,ذكر,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,46677,محاضرة,2,ذكر,"['1', '1']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,46760,محاضرة,2,ذكر,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,46761,محاضرة,2,ذكر,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,53884,محاضرة,2,ذكر,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,54430,محاضرة,2,ذكر,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,54489,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,56884,محاضرة,2,ذكر,"['3', '3']","['  05:15 م - 06:20 م', '  06:30 م - 07:35 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,57111,محاضرة,2,ذكر,"['3', '3']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,57640,محاضرة,2,ذكر,"['1', '1']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,76978,محاضرة,2,ذكر,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,76980,محاضرة,2,ذكر,"['1', '1']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,76981,محاضرة,2,ذكر,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,76982,محاضرة,2,ذكر,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,76984,محاضرة,2,ذكر,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,76985,محاضرة,2,ذكر,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,76986,محاضرة,2,ذكر,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,102 سلم,الأسرة في الإسلام,76987,محاضرة,2,ذكر,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",2,1444-11-16,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42130,محاضرة,2,ذكر,"['5', '5']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42162,محاضرة,2,ذكر,"['1', '1']","['  05:15 م - 06:20 م', '  06:30 م - 07:35 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42165,محاضرة,2,ذكر,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42168,محاضرة,2,ذكر,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42210,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42221,محاضرة,2,ذكر,"['3', '3']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42232,محاضرة,2,ذكر,"['2', '2']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42283,محاضرة,2,ذكر,"['3', '3']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42284,محاضرة,2,ذكر,"['3', '3']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,42498,محاضرة,2,ذكر,"['1', '1']","['  05:15 م - 06:20 م', '  06:30 م - 07:35 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,45234,محاضرة,2,ذكر,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,46762,محاضرة,2,ذكر,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,103 سلم,النظام الاقتصادي الإسلامي,46763,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,46675,محاضرة,2,ذكر,"['1', '1']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,46701,محاضرة,2,ذكر,"['5', '5']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,46757,محاضرة,2,ذكر,"['1', '1']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,49387,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,49388,محاضرة,2,ذكر,"['4', '4']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,54421,محاضرة,2,ذكر,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,54428,محاضرة,2,ذكر,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,55728,محاضرة,2,ذكر,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,57142,محاضرة,2,ذكر,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,58568,محاضرة,2,ذكر,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,62663,محاضرة,2,ذكر,"['5', '5']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 سلم,دراسات في السيرة النبوية,77712,محاضرة,2,ذكر,"['1', '1']","['  06:30 م - 07:35 م', '  07:45 م - 08:50 م']",3,1444-11-17,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,215 عال,"البرمجة الإجرائية بلغة ""C""",37633,محاضرة,3,ذكر,['2 4'],['  08:00 ص - 09:05 ص'],2,1444-11-23,01:00 م - 04:00 م,['خاجا محمد مصطفى']
0,215 عال,"البرمجة الإجرائية بلغة ""C""",37634,عملي,ذكر,مفتوحة,"['1', '1']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['محمد ابراهيم صالح المعتاز']
0,215 عال,"البرمجة الإجرائية بلغة ""C""",57165,عملي,ذكر,مفتوحة,"['3', '3']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",---,---,---,['مروان محمد خلف الميمونى']
0,215 عال,"البرمجة الإجرائية بلغة ""C""",37635,محاضرة,3,ذكر,['2 4'],['  10:30 ص - 11:35 ص'],2,1444-11-23,01:00 م - 04:00 م,['احمد جعفر الفنوش الشبلي']
0,215 عال,"البرمجة الإجرائية بلغة ""C""",37636,عملي,ذكر,مفتوحة,"['2', '2']","['  11:45 ص - 12:50 م', '  01:30 م - 02:35 م']",---,---,---,['مروان محمد خلف الميمونى']
0,215 عال,"البرمجة الإجرائية بلغة ""C""",57166,عملي,ذكر,مفتوحة,"['4', '4']","['  11:45 ص - 12:50 م', '  01:30 م - 02:35 م']",---,---,---,['مروان محمد خلف الميمونى']
0,100 قرأ,القرآن الكريم,54487,محاضرة,2,ذكر,"['3', '3']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,100 قرأ,القرآن الكريم,55727,محاضرة,2,ذكر,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['عادل عبدالعزيز علي الجليفي']
0,100 قرأ,القرآن الكريم,68242,محاضرة,2,ذكر,"['3', '3']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['عيسى ناصر على دريبى']
0,100 قرأ,القرآن الكريم,87469,محاضرة,2,ذكر,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['مساعد سليمان ناصر الطيار']
0,101 نهج,مهارات جامعية,83869,محاضرة,3,ذكر,"['1', '1 4']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83870,محاضرة,3,ذكر,"['1', '1 4']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83871,محاضرة,3,ذكر,"['1 4', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83872,محاضرة,3,ذكر,"['1 4', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83874,محاضرة,3,ذكر,"['4', '1', '1']","['  02:45 م - 03:50 م', '  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83875,محاضرة,3,ذكر,"['2', '2 5']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83876,محاضرة,3,ذكر,"['2 5', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83881,محاضرة,3,ذكر,"['2', '2 5']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83882,محاضرة,3,ذكر,"['2 5', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83885,محاضرة,3,ذكر,"['1', '1 4']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83887,محاضرة,3,ذكر,"['1 4', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83890,محاضرة,3,ذكر,"['2', '1', '1']","['  02:45 م - 03:50 م', '  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83903,محاضرة,3,ذكر,"['1', '1 4']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,10:30 ص - 12:30 م,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83908,محاضرة,3,ذكر,"['2', '2 5']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83909,محاضرة,3,ذكر,"['2 5', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83910,محاضرة,3,ذكر,"['1', '1 4']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83911,محاضرة,3,ذكر,"['1 4', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83912,محاضرة,3,ذكر,"['4', '1', '1']","['  02:45 م - 03:50 م', '  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83913,محاضرة,3,ذكر,"['2', '2 5']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83914,محاضرة,3,ذكر,"['2 5', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83915,محاضرة,3,ذكر,"['2', '2 5']","['  09:15 ص - 10:20 ص', '  10:30 ص - 11:35 ص']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,101 نهج,مهارات جامعية,83916,محاضرة,3,ذكر,"['2 5', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",5,1444-11-26,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['1'],['  04:00 م - 05:05 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['5'],['  01:30 م - 02:35 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['2'],['  10:30 ص - 11:35 ص'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['5'],['  02:45 م - 03:50 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['1'],['  11:45 ص - 12:50 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['1'],['  04:00 م - 05:05 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['2'],['  11:45 ص - 12:50 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['2'],['  01:30 م - 02:35 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['4'],['  09:15 ص - 10:20 ص'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['4'],['  10:30 ص - 11:35 ص'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['5'],['  11:45 ص - 12:50 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['5'],['  01:30 م - 02:35 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['2'],['  01:30 م - 02:35 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['4'],['  01:30 م - 02:35 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['5'],['  10:30 ص - 11:35 ص'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['1'],['  10:30 ص - 11:35 ص'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['1'],['  04:00 م - 05:05 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['5'],['  09:15 ص - 10:20 ص'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['5'],['  11:45 ص - 12:50 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,redundant,redundant,redundant,redundant,redundant,redundant,['2'],['  02:45 م - 03:50 م'],1,1444-11-29,08:00 ص - 10:00 ص,['لم يحدد من الكلية']
0,483 هاب,تطوير تطبيقات الجوال,81871,محاضرة,3,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],1,1444-11-29,01:00 م - 03:00 م,['أشرف الطيب القزدار']
0,483 هاب,تطوير تطبيقات الجوال,81872,تمارين,ذكر,مفتوحة,['3'],['  01:30 م - 02:35 م'],---,---,---,['أشرف الطيب القزدار']
0,314 هاب,هندسة أمن البرمجيات,81777,محاضرة,3,ذكر,"['2 4', '2']","['  04:00 م - 05:05 م', '  05:15 م - 06:20 م']",4,1444-11-25,08:00 ص - 11:00 ص,['نور الدين عباديني']
0,314 هاب,هندسة أمن البرمجيات,81778,تمارين,ذكر,مفتوحة,['4'],['  05:15 م - 06:20 م'],---,---,---,['نور الدين عباديني']
0,486 هاب,الحوسبة السحابية والبيانات الضخمة,81873,محاضرة,3,ذكر,"['2', '2 4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-12-03,01:00 م - 04:00 م,['احمد محمد على غنيم']
0,486 هاب,الحوسبة السحابية والبيانات الضخمة,81874,تمارين,ذكر,مفتوحة,['4'],['  08:00 ص - 09:05 ص'],---,---,---,['احمد محمد على غنيم']
0,318 هال,النظم المضمنة,67393,محاضرة,4,ذكر,['1 3 5'],['  11:45 ص - 12:50 م'],2,1444-11-23,01:00 م - 04:00 م,['عايض سعد عايض القحطانى']
0,318 هال,النظم المضمنة,67395,تمارين,ذكر,مفتوحة,['4'],['  01:30 م - 02:35 م'],---,---,---,['عايض سعد عايض القحطانى']
0,318 هال,النظم المضمنة,67396,عملي,ذكر,مفتوحة,"['4', '4']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['سلمان علي صالح العيد']
0,318 هال,النظم المضمنة,67394,عملي,ذكر,مفتوحة,"['2', '2']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",---,---,---,['سلمان علي صالح العيد']
0,318 هال,النظم المضمنة,74002,محاضرة,4,ذكر,['1 3 5'],['  10:30 ص - 11:35 ص'],2,1444-11-23,01:00 م - 04:00 م,['عيسى احمد ناصر الغنيم']
0,318 هال,النظم المضمنة,74003,تمارين,ذكر,مفتوحة,['1'],['  01:30 م - 02:35 م'],---,---,---,['عيسى احمد ناصر الغنيم']
0,318 هال,النظم المضمنة,74004,عملي,ذكر,مفتوحة,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['سلمان علي صالح العيد']
0,318 هال,النظم المضمنة,74007,عملي,ذكر,مفتوحة,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",---,---,---,['سلمان علي صالح العيد']
0,318 هال,النظم المضمنة,86286,محاضرة,4,ذكر,['1 3 5'],['  09:15 ص - 10:20 ص'],2,1444-11-23,01:00 م - 04:00 م,['لم يحدد من الكلية']
0,318 هال,النظم المضمنة,86287,عملي,ذكر,مفتوحة,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,318 هال,النظم المضمنة,86288,تمارين,ذكر,مفتوحة,['5'],['  04:00 م - 05:05 م'],---,---,---,['لم يحدد من الكلية']
0,318 هال,النظم المضمنة,86289,عملي,ذكر,مغلقة,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",---,---,---,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63744,محاضرة,2,ذكر,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63745,محاضرة,2,ذكر,"['2', '2']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63746,محاضرة,2,ذكر,"['4', '4']","['  08:00 ص - 09:05 ص', '  09:15 ص - 10:20 ص']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63748,محاضرة,2,ذكر,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63752,محاضرة,2,ذكر,"['2', '2']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63774,محاضرة,2,ذكر,"['1', '1']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63777,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63779,محاضرة,2,ذكر,"['5', '5']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63812,محاضرة,2,ذكر,"['4', '4']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,63813,محاضرة,2,ذكر,"['1', '1']","['  10:30 ص - 11:35 ص', '  11:45 ص - 12:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,64379,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
0,100 عرب,مهارات الكتابة.,64752,محاضرة,2,ذكر,"['3', '3']","['  01:30 م - 02:35 م', '  02:45 م - 03:50 م']",4,1444-11-18,04:00 م - 06:00 م,['لم يحدد من الكلية']
